canonical_smiles,Potency
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(OC)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(N)=O,Active
CN1[C@@H]2Cc3ccccc3[C@@H](c3ccccc32)[C@@H]1Cc1ccccc1,Active
C[C@@H]1[C@H]2c3cc(Br)ccc3C[C@@H](c3ccc(Br)cc32)N1C,Active
C[C@@H]1[C@H]2c3cc(NCc4ccccc4)ccc3C[C@@H](c3ccc(NCc4ccccc4)cc32)N1CC1CC1,Active
C[C@@H]1[C@H]2c3cc(O)ccc3C[C@@H](c3ccc(O)cc32)N1C,Active
C[C@@H]1[C@H]2c3cc(Nc4ccccc4)ccc3C[C@@H](c3ccc(Nc4ccccc4)cc32)N1C,Active
CC(=O)Oc1ccc2c(c1)[C@H]1c3cc(OC(C)=O)ccc3[C@H](C2)N(CC2CC2)[C@@H]1C,Active
C[C@@H]1[C@H]2c3cc(Nc4ccccc4)ccc3C[C@@H](c3ccc(Nc4ccccc4)cc32)N1CC1CC1,Active
C[C@@H]1[C@H]2c3cc(O)ccc3C[C@@H](c3ccc(O)cc32)N1CC1CC1,Active
COc1ccc2c(c1)[C@H]1c3cc(OC)ccc3[C@H](C2)N(CC2CC2)[C@@H]1C,Active
Oc1ccc2c(c1)[C@H]1c3cc(O)ccc3[C@H](C2)N2CCC[C@@H]12,Active
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NN,Active
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NNC(=O)[C@H](N)Cc1ccccc1,Active
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1,Active
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NNC(=O)[C@H](N)Cc1c[nH]c2ccccc12,Active
CCCC[C@@H](N)C(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1,Active
CCCC[C@H](N)C(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1,Active
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NNC(=O)[C@H](N)Cc1ccc(O)cc1,Active
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NNC(=O)[C@H](N)Cc1ccccc1,Active
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NNC(=O)[C@@H](N)Cc1ccccc1,Active
Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,Active
Oc1ccc2c3c1O[C@H]1[C@H](OCc4cccc(N=C=S)c4)CC[C@@]4(O)C(C2)N(CC2CC2)CCC314,Active
Oc1ccc2c3c1O[C@H]1[C@H](OCc4ccc(CN=C=S)cc4)CC[C@@]4(O)C(C2)N(CC2CC2)CCC314,Active
Oc1ccc2c3c1O[C@H]1[C@H](OCc4ccccc4CN=C=S)CC[C@@]4(O)C(C2)N(CC2CC2)CCC314,Active
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H](CN1CCCC1)c1cccc(N)c1,Active
Oc1ccc2c3c1O[C@H]1[C@H](OCc4cccc(CN=C=S)c4)CC[C@@]4(O)C(C2)N(CC2CC2)CCC314,Active
Oc1ccc2c3c1O[C@H]1[C@H](OCc4ccccc4N=C=S)CC[C@@]4(O)C(C2)N(CC2CC2)CCC314,Active
Oc1ccc2c3c1O[C@H]1[C@H](OCc4ccc(N=C=S)cc4)CC[C@@]4(O)C(C2)N(CC2CC2)CCC314,Active
CCN(CC)C(=O)c1ccc(C(c2cccc3c2OC(C)(C)C3)N2CCNCC2)cc1,Active
CC(=O)c1ccc(C(c2ccccc2)N2CCNCC2)cc1,Active
C=CCN1CCN(C(c2ccccc2)c2ccc(C(=O)N(CC)CC)cc2)CC1,Active
CCN(CC)C(=O)c1ccc(C(c2cccc(OC)c2)N2CC(C)(C)NCC2C)cc1,Active
CCN(CC)C(=O)c1ccc(C(c2ccc(Cl)cc2)N2CCNCC2)cc1,Active
O=C(CSSCC(=O)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5,Active
C[C@@]12Oc3c(O)ccc4c3[C@@]13CCN(CC1CC1)[C@H](C4)[C@]3(NC(=O)CSSCC(=O)N[C@@]13CCC(=O)[C@]4(C)Oc5c(O)ccc6c5[C@@]41CCN(CC1CC1)[C@@H]3C6)CCC2=O,Active
CC(C)(O)c1ccc(C(c2ccccc2)N2CCNCC2)cc1,Active
CCN(CC)C(=O)c1ccc(C(c2ccc3ncccc3c2)N2CCNCC2)cc1,Active
CCCCN1CCN(C(c2ccccc2)c2ccc(C(=O)N(CC)CC)cc2)CC1,Active
C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(O)c2)C[C@H]1C,Active
CCN(CC)C(=O)c1ccc(C(c2ccccc2)N2CCCCC2)cc1,Active
COC(=O)c1ccc(C(c2ccccc2)N2CCNCC2)cc1,Active
CCN(CC)C(=O)c1ccc(C(c2cccc(OC)c2)N2CCNCC2)cc1,Active
CCN(CC)C(=O)c1ccc(C(c2ccccc2)N(C)CCNC)cc1,Active
CCN(CC)C(=O)c1ccc(C(c2cccc(F)c2)N2CCNCC2)cc1,Active
NC(=O)c1ccc(C(c2ccccc2)N2CCNCC2)cc1,Active
CCN(CC)C(=O)c1ccc(C(c2ccc3cccnc3c2)N2CCNCC2)cc1,Active
O=C(O)c1ccc(C(c2ccccc2)N2CCNCC2)cc1,Active
CN(C)C(=O)c1ccc(C(c2ccccc2)N2CCNCC2)cc1,Active
c1ccc(C(c2ccc(-c3nn[nH]n3)cc2)N2CCNCC2)cc1,Active
CCC(CC)C(=O)c1ccc(C(c2ccccc2)N2CCNCC2)cc1,Active
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(NC(=O)CSSCC(=O)N[C@@]23CCC(=O)[C@@H]4Oc6c(O)ccc7c6[C@@]42CCN(C)[C@@H]3C7)[C@H]1C5,Active
N#Cc1ccc(C(c2ccccc2)N2CCNCC2)cc1,Active
CCN(CC)C(=O)c1ccc(C(c2ccc(OC)cc2)N2CCNCC2)cc1,Active
CCN(CC)Cc1ccc(C(c2ccccc2)N2CCNCC2)cc1,Active
CCN(CC)S(=O)(=O)c1ccc(C(c2ccccc2)N2CCNCC2)cc1,Active
CCN(CC)C(=O)c1ccc(C(c2ccccc2)N2CCN(C)CC2)cc1,Active
CCN(CC)C(=O)c1ccc(C(c2cccc(OC)c2)N2CC(C)NCC2(C)C)cc1,Active
CCN(CC)C(=O)c1ccc(C(c2ccc3ccccc3c2)N2CCNCC2)cc1,Active
CCN(CC)C(=O)c1ccc(C(c2ccnc3ccccc23)N2CCNCC2)cc1,Active
CN1CC[C@]23c4c5ccc(O)c4O[C@@]2(C)C(=O)CC[C@@]3(NC(=O)CSSCC(=O)N[C@@]23CCC(=O)[C@]4(C)Oc6c(O)ccc7c6[C@@]42CCN(C)C3C7)C1C5,Active
CCN(CC)C(=O)c1ccc(C(c2cccc3cccnc23)N2CCNCC2)cc1,Active
CCN(CC)C(=O)c1ccc(C(c2ccc(C)cc2)N2CCNCC2)cc1,Active
CCN(CC)C(=O)c1ccc(C(c2ccc3cc[nH]c3c2)N2CCNCC2)cc1,Active
CCN(CC)C(=O)c1ccc(C(c2ccccc2)N2CCCNCC2)cc1,Active
CCNC(=O)c1ccc(C(c2ccccc2)N2CCNCC2)cc1,Active
CCN(CC)C(=O)c1ccc(C(c2cccc3ccccc23)N2CCNCC2)cc1,Active
CCN(CC)C(=O)c1ccc(C(C2CCCCC2)N2CCNCC2)cc1,Active
CN1CCc2cc(-c3ccc(C(c4ccccc4)N4CCNCC4)cc3)ccc2C1=O,Active
CCN(CC)C(=O)c1ccc(C(c2cccc3cnccc23)N2CCNCC2)cc1,Active
CCN(CC)C(=O)c1ccc(C(c2ccccc2)N2CCN(CC3CC3)CC2)cc1,Active
C[S+]([O-])CC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)N=C(N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(N)=O,Active
CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)O,Active
CC(C)C[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)CSSC[C@@H](C(N)=O)NC1=O,Active
CNC(=N)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC[S+](C)[O-])C(=O)N[C@@H](Cc1ccccc1)C(=O)NC(C)C(=O)OC,Active
C[S+]([O-])CC[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)O,Active
COC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC[S+](C)[O-])NC(=O)[C@@H](N)Cc1ccc(O)cc1,Active
C[S+]([O-])CC[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(N)=O,Active
COC(=O)CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC[S+](C)[O-])NC(=O)[C@H](Cc1ccc(O)cc1)N=C(N)N,Active
C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(N)=O,Active
COC(=O)C(C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC[S+](C)[O-])NC(=O)[C@@H](N)Cc1ccc(O)cc1,Active
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(N)=O,Active
COC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC[S+](C)[O-])NC(=O)[C@H](Cc1ccc(O)cc1)N=C(N)N,Active
COC(=O)CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC[S+](C)[O-])NC(=O)[C@@H](N)Cc1ccc(O)cc1,Active
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)CSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,Active
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H]1CSSC[C@H](C(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,Active
CN(CC(=O)O)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC[S+](C)[O-])NC(=O)[C@@H](N)Cc1ccc(O)cc1,Active
CN(CC(N)=O)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC[S+](C)[O-])NC(=O)[C@@H](N)Cc1ccc(O)cc1,Active
COc1ccc(F)cc1-c1cccn(C(CN2CCC(O)C2)c2ccccc2)c1=O,Active
CC(NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC[S+](C)[O-])NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,Active
CC(NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC[S+](C)[O-])NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,Active
O=C(O)COc1cccc(C(CN2CCCC2)n2cccc(-c3ccc(C(F)(F)F)cc3)c2=O)c1,Active
CC(C)C[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)CSSC[C@@H](C(N)=O)NC1=O,Active
C[C@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)CSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,Active
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O,Active
O=C(CCc1ccc(F)cc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Active
N#Cc1ccc(CCOC(=O)NC2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,Active
O=c1[nH]c2ccccc2n(C2CCN(Cc3cc4c(cc3Cl)OCO4)CC2)c1=O,Active
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(NC(=O)CS)[C@H]1C5,Active
CCOc1ccc(CCNC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,Active
O=C(CCCc1ccccc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Active
Cc1ccc(CN2CCC(n3c(O)nc4ccccc43)CC2)c(Cl)c1,Active
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Active
Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,Active
COc1ccc(-c2ccc3c(c2)CN(C(=O)[C@@H](N)Cc2c(C)cc(O)cc2C)[C@H](C(=O)O)C3)cc1,Active
COc1ccc2c(c1)CN(C(=O)[C@@H](N)Cc1c(C)cc(O)cc1C)[C@H](C(=O)O)C2,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1C/N=C(/S)NC(C)(C)C,Active
Cc1cc(O)cc(C)c1CC(N)C(=O)N1Cc2cc(O)ccc2C[C@H]1C(=O)O,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2cc(-c3ccccc3)ccc2C[C@H]1C(=O)O,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1CNCC(C)(C)C,Active
COc1ccc2c(c1)CN(C(=O)C(N)Cc1c(C)cc(O)cc1C)[C@H](C(=O)O)C2,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1CN(C)C,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2cc(-c3ccc(F)cc3)ccc2C[C@H]1C(=O)O,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1C/N=C(/S)Nc1ccccc1,Active
Cc1cc(O)cc(C)c1CC(N)C(=O)N1Cc2cc(-c3ccsc3)ccc2C[C@H]1C(=O)O,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1CO,Active
C=CCOC[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1c(C)cc(O)cc1C,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1CN=[N+]=[N-],Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1CN=C(N)N,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1CNC(=O)c1ccccc1,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,Active
COc1ccc(-c2ccc3c(c2)CN(C(=O)C(N)Cc2c(C)cc(O)cc2C)[C@H](C(=O)O)C3)cc1,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1CNC(=O)C(C)(C)C,Active
CCNC(=O)NC[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1c(C)cc(O)cc1C,Active
CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)NCC(N)=O)C(C)C,Active
COc1cc2c(cc1-c1ccccc1)C[C@@H](C(=O)O)N(C(=O)C(N)Cc1c(C)cc(O)cc1C)C2,Active
CC(=O)NC[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1c(C)cc(O)cc1C,Active
COc1cc2c(cc1-c1ccc(F)cc1)C[C@@H](C(=O)O)N(C(=O)C(N)Cc1c(C)cc(O)cc1C)C2,Active
Cc1cc(O)cc(C)c1C(NC(=O)C1Cc2ccccc2CN1)C(=O)O,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1CNC(=O)Nc1ccccc1,Active
COc1c(Br)cc2c(c1Br)CN(C(=O)[C@@H](N)Cc1c(C)cc(O)cc1C)[C@H](C(=O)O)C2,Active
CC(=O)OC[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1c(C)cc(O)cc1C,Active
CC(=N)NC[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1c(C)cc(O)cc1C,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2c(cc(Br)c(O)c2Br)C[C@H]1C(=O)O,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1CN,Active
Cc1cc(O)cc(C)c1CC(N)C(=O)N1Cc2cc(-c3cc4ccccc4o3)ccc2C[C@H]1C(=O)O,Active
COc1c(Br)cc2c(c1Br)CN(C(=O)[C@H](N)Cc1c(C)cc(O)cc1C)[C@H](C(=O)O)C2,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1C,Active
Cc1cc(O)cc(C)c1C[C@@H](N)C(=O)N1Cc2cc(-c3ccccc3)ccc2C[C@H]1C(=O)O,Active
Cc1cc(O)cc(C)c1C[C@@H](N)C(=O)N1Cc2cc(-c3ccc(F)cc3)ccc2C[C@H]1C(=O)O,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1COCc1ccccc1,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1CNCc1ccccc1,Active
COC[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1c(C)cc(O)cc1C,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1CNC(=O)NC(C)(C)C,Active
COc1ccc(-c2cc3c(cc2OC)CN(C(=O)C(N)Cc2c(C)cc(O)cc2C)[C@H](C(=O)O)C3)cc1,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1CNC(=O)NC12CC3CC(CC(C3)C1)C2,Active
CC[C@H](C)[C@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)CSSC[C@H](C(=O)O)NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,Active
CC[C@H](C)[C@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)CSSC[C@H](C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCCN)C(=O)O)NC1=O,Active
CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O,Active
CC[C@H](C)[C@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC1=O,Active
